generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
50000,Cattleya_hoehnei,Cattleya_ghillanyi,3.63255,1.8053,-0.0358963,0.597151,0
50000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.83299,3.81272,-0.230121,0.825153,0
51000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.37946,-0.23372,0.072428,0
51000,Cattleya_hoehnei,Cattleya_ghillanyi,3.483,1.64857,-0.102209,0.0723488,0
51000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.97676,4.88841,-0.0502651,3.33024,0
52000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.16087,-0.175524,0.0040917,0
52000,Cattleya_hoehnei,Cattleya_ghillanyi,3.60736,1.65528,-0.0696821,0.571917,0
52000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.64287,2.95638,-0.133658,0.656604,0
53000,Cattleya_hoehnei,Epidendrum_centropetalum,0,2.04971,-0.270677,0.0548788,0
53000,Cattleya_hoehnei,Cattleya_endsfeldzii,4.81292,1.4488,0.0927019,0.595289,0
53000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.55917,4.32851,-0.0287644,2.85595,0
54000,Cattleya_hoehnei,Epidendrum_centropetalum,0,2.05811,-0.239637,0.189558,0
54000,Cattleya_hoehnei,Cattleya_endsfeldzii,5.07384,1.98608,0.111327,0.0389817,0
54000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.98607,3.63037,-0.0123208,2.07145,0
55000,Cattleya_hoehnei,Epidendrum_centropetalum,0,0.905203,-0.118732,0.0299924,0
55000,Cattleya_hoehnei,Cattleya_ghillanyi,4.22218,2.09139,-0.208236,0.440286,0
55000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.26164,3.89356,-0.268061,0.37699,0
56000,Cattleya_hoehnei,Epidendrum_centropetalum,0,0.888179,-0.112355,0.0204502,0
56000,Cattleya_hoehnei,Cattleya_ghillanyi,4.1531,2.47291,-0.181634,0.686553,0
56000,Epidendrum_centropetalum,Epidendrum_magnoliae,1.81101,3.27131,-0.126158,1.02533,0
57000,Cattleya_hoehnei,Epidendrum_centropetalum,0,1.07628,-0.136458,0.0362665,0
57000,Cattleya_hoehnei,Cattleya_ghillanyi,4.13383,3.20483,-0.356491,0.560346,0
57000,Cattleya_dowiana,NA,5.88677,2.38556,0.0386965,0.427525,0
