generation,N_shifts,logPrior,logLik,eventRate,acceptRate
57100,4,11.9077,-454.979,3.29559,0.45
57200,4,12.6616,-452.875,2.00216,0.42
57300,4,10.7369,-455.667,1.24219,0.416667
57400,4,12.1732,-453.079,2.40623,0.4225
57500,3,10.8135,-455.076,1.50383,0.426
57600,3,10.117,-455.376,2.29106,0.43
57700,3,12.0431,-457.402,1.18479,0.44
57800,4,14.2455,-456.41,1.78623,0.45
57900,4,12.1577,-456.055,3.17797,0.456667
58000,4,14.5438,-452.394,2.05115,0.458
58100,4,14.9942,-454.554,1.26652,0.53
58200,4,14.0356,-451.046,1.35982,0.5
58300,4,13.495,-450.111,2.52666,0.513333
58400,4,15.5979,-453.527,0.992435,0.505
58500,4,15.0742,-452.695,1.34395,0.504
58600,4,14.1684,-453.429,3.27653,0.49
58700,4,14.6855,-451.922,2.26357,0.491429
58800,4,13.6027,-452.666,3.89534,0.48625
58900,4,14.8356,-452.326,2.32887,0.484444
59000,3,12.335,-458.841,1.96944,0.4543
59100,3,13.6506,-457.287,0.903612,0.46
59200,3,12.5329,-458.292,2.27173,0.455
59300,3,11.1848,-455.173,2.71284,0.426667
59400,3,13.0236,-453.225,1.14405,0.41
59500,3,12.821,-453.087,1.50464,0.422
59600,3,12.5211,-457.109,2.1948,0.43
59700,3,13.0173,-454.595,1.73677,0.431429
59800,3,11.141,-455.23,3.19653,0.4225
59900,4,13.4552,-453.943,1.38896,0.43
60000,4,11.1908,-456.1,2.07582,0.428
60100,4,9.82983,-455.715,2.88326,0.54
60200,4,14.2711,-452.829,0.884562,0.465
60300,4,15.6164,-458.842,2.66447,0.446667
60400,5,19.7529,-456.942,1.43082,0.45
60500,4,13.5036,-456.488,3.79196,0.45
60600,4,15.5041,-455.596,1.7249,0.458333
60700,4,14.2252,-457.292,2.0366,0.471429
60800,3,13.1993,-459.977,1.35635,0.4625
60900,4,13.5223,-457.017,4.45997,0.465556
61000,3,13.0955,-459.715,2.55502,0.467
61100,3,13.1894,-461.401,2.03207,0.46
61200,3,13.6782,-459.006,1.71407,0.495
61300,3,14.3338,-460.295,0.501383,0.48
61400,5,18.547,-453.96,1.0215,0.5025
61500,5,14.7184,-455.969,3.66471,0.5
61600,5,18.7687,-453.469,0.977317,0.495
61700,4,15.3271,-454.146,1.98836,0.5
61800,3,10.0033,-456.614,4.11546,0.49625
61900,4,15.3994,-455.089,1.96692,0.484444
62000,3,12.6799,-454.7,1.63287,0.467625
62100,4,14.908,-452.613,2.3438,0.38
62200,5,17.1971,-454.957,3.08897,0.44
62300,5,16.3148,-459.598,2.52641,0.46
62400,5,14.8326,-454.888,2.12256,0.4625
62500,4,13.0249,-455.577,1.36919,0.458
62600,5,14.4616,-454.362,3.37454,0.456667
62700,5,13.8888,-454.698,2.90986,0.465714
62800,5,13.499,-453.688,2.75883,0.46875
62900,5,14.3447,-454.019,2.81323,0.465556
63000,5,14.5302,-455.872,3.49821,0.464
63100,6,11.6186,-459.273,8.22299,0.41
63200,5,17.1446,-461.234,2.6628,0.405
63300,5,13.131,-462.407,4.36541,0.42
63400,5,14.1294,-457.578,3.76106,0.425
63500,5,16.1362,-457.757,2.50019,0.412
63600,5,15.8457,-458.792,1.67996,0.411667
63700,5,11.7145,-461.312,3.28155,0.417143
63800,5,12.8341,-459.02,2.72337,0.42
63900,5,13.1672,-456.866,1.94233,0.422222
64000,5,8.39347,-459.214,1.61341,0.424
64100,4,2.96294,-463.416,4.13788,0.44
64200,3,11.1844,-462.835,1.88989,0.43
64300,3,12.9305,-455.132,1.12201,0.47
64400,3,10.6452,-455.871,2.54668,0.4675
64500,4,15.935,-458.026,1.67414,0.46
64600,4,14.3453,-456.871,2.91273,0.451667
64700,3,11.5603,-457.416,1.69754,0.447143
64800,3,10.661,-454.819,1.69031,0.43875
64900,3,13.3033,-458.558,1.28943,0.438889
65000,4,14.705,-455.308,2.33612,0.467111
65100,3,12.7347,-453.737,2.32825,0.49
65200,3,10.7967,-454.854,2.73688,0.465
65300,4,16.0553,-454.283,0.747986,0.46
65400,4,13.3368,-456.442,5.16466,0.4825
65500,4,14.9943,-456.615,3.22175,0.47
65600,4,12.4365,-457.269,3.98712,0.463333
65700,4,14.7214,-456.895,1.55176,0.464286
65800,4,13.4363,-455.543,2.8639,0.4675
65900,4,15.9704,-457.174,1.75264,0.468889
66000,4,14.9177,-458.232,2.4963,0.46
66100,4,14.7571,-455.45,1.48927,0.42
66200,4,12.8197,-457.195,2.32665,0.455
66300,4,15.7655,-459.216,0.746277,0.466667
66400,6,14.9617,-457.079,4.04957,0.465
66500,6,19.8052,-453.839,3.60799,0.486
66600,6,18.2653,-454.628,2.97996,0.478333
66700,6,17.7759,-455.112,4.621,0.49
66800,6,17.1089,-455.933,0.728028,0.4925
66900,6,12.525,-455.493,4.18335,0.485556
67000,6,13.9055,-457.724,3.47721,0.4782
67100,7,17.8923,-455.895,3.82905,0.47
67200,7,18.1684,-456.387,2.85812,0.46
67300,6,12.7598,-457.283,3.92369,0.466667
67400,6,12.2875,-455.159,5.30458,0.4475
67500,6,19.1156,-453.695,1.67276,0.458
67600,6,16.5042,-454.348,3.69929,0.473333
67700,5,14.5281,-451.665,2.52074,0.478571
67800,5,14.9785,-453.53,2.90625,0.46875
67900,4,10.7677,-453.864,2.02783,0.465556
68000,5,18.2308,-456.988,2.58149,0.48
68100,5,14.1318,-457.568,4.88385,0.5
68200,5,17.4156,-457.099,1.63114,0.51
68300,5,15.1277,-456.749,2.05071,0.513333
68400,5,14.5101,-455.562,3.27637,0.5075
68500,5,13.4451,-453.543,5.75701,0.502
68600,4,13.8436,-452.951,2.29084,0.516667
68700,3,9.46209,-454.249,1.83382,0.511429
68800,3,8.55097,-457.248,2.40654,0.5025
68900,3,10.3132,-455.993,2.98207,0.496667
69000,2,7.67824,-463.488,0.949538,0.4464
69100,2,7.9853,-465.146,0.556869,0.48
69200,2,8.18787,-471.571,0.600908,0.395
69300,2,7.01057,-469.498,2.165,0.393333
69400,2,7.45057,-465.754,0.453408,0.3975
69500,2,6.05991,-466.171,1.36262,0.4
69600,2,5.36031,-465.821,0.902397,0.391667
69700,3,6.63345,-466.547,2.44173,0.412857
69800,3,2.58198,-469.988,3.53418,0.41625
69900,4,7.94056,-464.35,3.08371,0.433333
70000,4,11.7542,-465.52,0.680528,0.438
70100,4,10.8734,-464.496,1.98121,0.47
70200,3,10.4367,-468.976,1.83129,0.46
70300,3,8.40909,-464.74,1.38912,0.48
70400,2,6.79469,-462.143,1.39193,0.4675
70500,2,5.64432,-462.206,2.63435,0.47
70600,2,7.39421,-463.061,0.848185,0.461667
70700,2,6.15821,-461.212,2.11033,0.467143
70800,2,7.04342,-461.463,1.23194,0.45625
70900,2,5.85175,-460.545,2.05448,0.446667
71000,3,13.9574,-467.318,0.61125,0.47
71100,2,6.43976,-463.758,3.92276,0.57
71200,1,4.22073,-473.461,0.872646,0.52
71300,1,4.80392,-469.681,1.41709,0.46
71400,1,4.8293,-470.296,1.13674,0.4475
71500,1,5.3555,-471.294,1.25333,0.434
71600,1,6.09292,-473.23,0.429437,0.418333
71700,2,5.90875,-469.424,3.53051,0.411429
71800,3,9.83982,-462.521,0.663633,0.4225
71900,3,9.73597,-463.065,3.28584,0.432222
72000,3,10.1032,-459.652,1.21119,0.442
72100,3,10.3826,-460.609,1.139,0.45
72200,3,8.23749,-460.671,2.66069,0.5
72300,3,10.9287,-457.514,1.76937,0.483333
72400,2,8.24504,-460.726,0.982608,0.4575
72500,2,7.8515,-460.853,1.67378,0.454
72600,3,9.59756,-463.171,1.13227,0.45
72700,2,6.68635,-462.102,1.4924,0.457143
72800,2,3.38679,-462.211,2.63288,0.46125
72900,2,5.88782,-464.301,2.04955,0.452222
73000,2,3.75497,-463.018,1.82986,0.4525
73100,3,7.25846,-462.359,1.62996,0.46
73200,3,7.71834,-463.693,1.31359,0.415
73300,2,7.56562,-461.881,1.61267,0.423333
73400,2,6.99965,-461.213,2.06987,0.3975
73500,2,8.48497,-461.771,0.798779,0.404
73600,2,5.36574,-465.292,3.19444,0.4
73700,2,8.5966,-462.567,0.462242,0.405714
73800,2,8.43369,-467.723,1.11661,0.41
73900,2,7.74089,-463.461,0.599299,0.414444
74000,2,7.35187,-464.373,1.23195,0.411
74100,2,7.89341,-464.003,1.33209,0.44
74200,2,9.9421,-460.879,0.602932,0.48
74300,3,11.6023,-462.859,3.12005,0.486667
74400,3,10.9602,-464.306,0.653627,0.4825
74500,3,8.35435,-462.624,3.23224,0.49
74600,3,10.8945,-464.04,1.08095,0.495
74700,2,8.30271,-463.815,1.11796,0.485714
74800,2,6.10241,-461.534,1.95879,0.49375
74900,2,9.68819,-462.753,0.411395,0.495556
75000,2,9.94097,-462.888,1.41398,0.496
75100,2,7.55657,-464.601,2.63346,0.45
75200,2,8.16619,-464.695,1.98996,0.45
75300,2,9.71063,-464.876,1.82634,0.493333
75400,2,5.83759,-465.049,1.2117,0.4825
75500,2,10.8371,-461.729,0.238293,0.49
75600,2,8.58805,-461.964,1.88526,0.486667
75700,2,8.87279,-463.114,1.23165,0.482857
75800,2,9.95868,-463.466,1.44015,0.4925
75900,2,10.6237,-462.039,0.862701,0.497778
76000,2,5.88592,-461.722,4.50082,0.434667
76100,2,10.3076,-460.659,0.891554,0.51
76200,2,8.96841,-467.29,2.0568,0.49
76300,2,7.94186,-459.912,1.84298,0.433333
76400,2,5.70078,-463.817,1.15806,0.4375
76500,3,5.41836,-468.871,2.80853,0.43
76600,5,16.131,-470.257,1.63421,0.446667
76700,5,15.6885,-473.744,1.80612,0.441429
76800,5,14.2862,-470.042,3.45125,0.4525
76900,4,10.1165,-465.677,2.9644,0.448889
77000,2,7.04251,-464.42,1.75688,0.4616
77100,2,4.41286,-460.77,2.85798,0.47
77200,4,9.98831,-464.117,2.64799,0.495
77300,3,7.28885,-466.987,1.33345,0.47
77400,3,5.63242,-464.387,3.27503,0.455
77500,3,5.96135,-465.553,1.83544,0.454
77600,2,5.28371,-461.2,1.15235,0.441667
77700,2,5.6593,-460.476,2.52364,0.44
77800,2,7.63562,-461.265,1.55877,0.44625
77900,2,7.19416,-461.453,1.91334,0.441111
78000,2,9.0023,-459.806,1.77632,0.4405
78100,2,8.94559,-458.133,1.89361,0.44
78200,2,7.98863,-461.207,2.08397,0.415
78300,2,9.60799,-461.519,0.379414,0.426667
78400,2,9.275,-464.761,0.506053,0.41
78500,2,6.22347,-463.063,4.029,0.408
78600,2,9.3336,-462.383,1.12858,0.411667
78700,2,9.03959,-461.851,1.11912,0.411429
78800,2,9.58572,-460.505,0.877858,0.40625
78900,2,9.60408,-459.785,0.926129,0.405556
79000,3,9.33858,-458.476,1.97113,0.449545
79100,2,6.32044,-459.214,1.0667,0.51
79200,2,7.50958,-460.031,2.22024,0.48
79300,2,7.00004,-462.153,1.50534,0.46
79400,2,7.76091,-461.698,1.14813,0.4625
79500,2,5.34961,-458.198,1.94169,0.468
79600,3,5.75601,-458,2.47409,0.478333
79700,3,6.83501,-458.914,0.974303,0.477143
79800,3,10.1177,-462.122,0.535413,0.4775
79900,3,9.95122,-461.394,0.654444,0.473333
80000,2,4.64993,-472.05,2.42166,0.4526
80100,3,4.49491,-472.493,2.54901,0.48
80200,3,6.355,-470.936,2.80926,0.485
80300,3,4.46515,-471.726,3.22377,0.463333
80400,3,8.64089,-464.365,1.09975,0.495
80500,3,2.85191,-462.396,4.18198,0.492
80600,3,7.29601,-462.696,1.65992,0.48
80700,4,12.7181,-461.218,1.09478,0.481429
80800,3,9.29235,-464.093,1.79459,0.4775
80900,3,10.6314,-460.37,2.58787,0.483333
81000,3,11.7789,-462.213,3.15854,0.484
81100,3,13.4011,-462.216,1.17708,0.46
81200,2,9.69705,-462.911,1.34089,0.47
81300,2,10.6552,-460.615,0.432282,0.48
81400,2,9.9927,-461.295,1.04928,0.4975
81500,2,9.54247,-463.253,0.717388,0.518
81600,2,5.90432,-464.304,1.91239,0.506667
81700,2,5.85722,-460.07,1.58319,0.498571
81800,2,6.25084,-460.905,1.50948,0.4975
81900,2,6.98939,-461.869,0.767274,0.493333
82000,2,7.31409,-460.621,1.4336,0.4706
82100,2,4.56337,-462.962,2.37778,0.37
82200,2,9.38603,-462.982,1.59546,0.395
82300,2,9.83291,-462.697,1.06676,0.433333
82400,2,10.0517,-464.018,0.763878,0.4375
82500,2,6.77166,-459.459,2.80067,0.432
82600,2,7.04733,-460.153,0.440356,0.448333
82700,2,5.38382,-459.645,1.94056,0.464286
82800,2,7.61164,-461.892,0.51133,0.47
82900,2,7.2716,-460.691,1.26836,0.472222
83000,4,10.1192,-460.385,1.93332,0.49475
83100,4,11.1032,-460.935,2.62205,0.51
83200,3,9.6234,-460.225,1.70405,0.495
83300,3,8.47026,-459.312,4.76753,0.476667
83400,3,9.03933,-458.286,3.84023,0.47
83500,3,9.44463,-455.068,0.921797,0.454
83600,3,8.76812,-452.524,1.65508,0.445
83700,4,13.2857,-451.802,1.37311,0.451429
83800,4,12.5432,-451.928,1.50847,0.44125
83900,4,11.3299,-455.714,5.61703,0.437778
84000,5,17.6161,-455.058,3.02434,0.444
84100,6,20.71,-457.245,3.40571,0.54
84200,4,11.1634,-457.449,5.97497,0.545
84300,5,18.1779,-455.057,0.902653,0.51
84400,4,14.0419,-454.322,2.562,0.51
84500,4,10.4152,-454.306,1.80436,0.496
84600,5,14.19,-456.28,3.00314,0.493333
84700,4,12.9184,-457.737,3.34749,0.485714
84800,3,9.22529,-459.67,3.95574,0.49125
84900,2,8.29026,-457.36,1.31442,0.484444
85000,1,5.93059,-470.483,0.881625,0.473
85100,1,6.17372,-473.29,0.488018,0.36
85200,1,5.12069,-471.545,1.11729,0.37
85300,1,4.08893,-469.334,0.983102,0.386667
85400,2,9.95585,-469.758,0.342277,0.4125
85500,1,6.36564,-469.801,0.235301,0.412
85600,1,5.52945,-470.126,0.6448,0.421667
85700,1,6.46698,-470.396,0.533106,0.422857
85800,1,6.3528,-471.411,0.839065,0.43375
85900,2,6.96611,-471.885,1.5482,0.437778
86000,3,12.1474,-461.538,1.65073,0.442
86100,3,11.7652,-458.852,1.88852,0.44
86200,3,11.3478,-460.088,1.39703,0.465
86300,3,7.45386,-461.292,5.33548,0.453333
86400,4,11.7984,-462.383,1.17411,0.455
86500,3,10.841,-460.773,1.9723,0.454
86600,3,12.3547,-462.633,0.507368,0.461667
86700,3,11.4042,-464.891,2.0272,0.47
86800,2,10.0867,-461.876,0.458827,0.465
86900,3,11.6932,-461.463,1.25402,0.465556
87000,2,6.41456,-464.139,1.05755,0.4668
87100,2,4.70868,-464.579,0.786763,0.41
87200,2,7.93619,-464.009,0.840185,0.435
87300,2,6.65958,-464.509,2.35075,0.466667
87400,3,7.47572,-469.248,2.97484,0.4575
87500,2,9.24964,-465.179,0.33714,0.462
87600,2,9.3188,-463.393,1.18409,0.45
87700,4,10.7105,-466.73,2.20872,0.455714
87800,4,13.3149,-465.263,2.45869,0.46625
87900,4,14.9107,-465.522,1.53043,0.475556
88000,4,12.9841,-467.012,3.39714,0.484
88100,4,14.2361,-465.88,1.51573,0.6
88200,4,14.6912,-468.23,2.45298,0.515
88300,4,12.7726,-465.053,3.72732,0.506667
88400,3,8.83931,-466.55,1.55271,0.4975
88500,3,4.93993,-465.502,1.9979,0.496
88600,3,7.89574,-465.898,2.63876,0.493333
88700,3,6.98632,-468.344,1.99212,0.497143
88800,3,10.3699,-465.59,1.97355,0.49
88900,3,10.3716,-472.018,1.95612,0.49
89000,3,10.3658,-459.865,4.14734,0.448667
89100,3,12.069,-459.987,1.26949,0.45
89200,3,10.6374,-459.307,2.73067,0.425
89300,3,11.2839,-458.196,2.77279,0.42
89400,3,11.5361,-458.87,2.76491,0.425
89500,3,13.4499,-459.802,0.644758,0.406
89600,4,15.9157,-462.708,1.84156,0.411667
89700,4,16.041,-469.339,1.79736,0.404286
89800,3,12.6885,-462.474,1.77899,0.41875
89900,4,16.0756,-462.456,1.73515,0.432222
90000,2,9.09821,-467.023,0.597514,0.4698
90100,2,10.1586,-464.51,0.524959,0.42
90200,4,16.5144,-465.355,1.75404,0.415
90300,4,14.9596,-467.248,1.11334,0.43
90400,6,18.9136,-471.099,2.01535,0.475
90500,5,13.3872,-464.531,4.18552,0.498
90600,6,16.3487,-462.903,2.07529,0.501667
90700,6,11.5535,-463.238,6.59012,0.507143
90800,7,15.4407,-463.337,4.49287,0.52375
90900,7,18.8473,-462.449,4.92748,0.523333
91000,5,12.2752,-463.778,3.11417,0.479333
91100,5,8.88214,-463.089,6.46719,0.5
91200,5,11.8166,-463.362,1.82452,0.525
91300,6,16.3136,-464.682,5.03909,0.54
91400,7,22.9078,-465.839,2.70583,0.495
91500,7,21.7814,-464.549,2.71765,0.522
91600,6,20.6137,-466.383,2.92046,0.52
91700,7,20.7814,-470.213,4.53802,0.52
91800,8,26.3721,-467.48,3.24799,0.5225
91900,8,21.0274,-467.887,6.87084,0.516667
92000,8,20.3229,-469.098,4.69532,0.51
92100,7,19.3271,-466.416,4.0794,0.55
92200,7,19.2666,-466.639,5.26724,0.515
92300,7,17.3169,-467.711,2.40341,0.513333
92400,7,17.2901,-465.819,3.02032,0.52
92500,5,10.751,-464.296,2.76304,0.502
92600,5,6.3465,-470.333,4.20139,0.49
92700,5,15.1887,-466.268,1.32338,0.495714
92800,3,10.5828,-465.793,2.07952,0.50625
92900,3,12.3087,-464.776,2.58664,0.5
93000,3,12.7755,-461.642,1.15259,0.492
93100,4,13.6728,-461.923,2.8904,0.54
93200,4,11.6855,-465.507,2.31916,0.525
93300,4,12.7029,-463.957,1.77602,0.483333
93400,3,9.02619,-463.139,2.13563,0.4725
93500,3,9.24584,-464.874,1.71966,0.466
93600,2,4.8557,-463.887,0.969743,0.458333
93700,3,9.93316,-462.706,2.50888,0.451429
93800,3,11.9304,-465.423,1.91385,0.44875
93900,3,11.2936,-462.861,1.83518,0.456667
94000,3,9.15766,-464.813,3.0901,0.447
94100,2,10.8563,-458.071,0.381976,0.37
94200,2,8.69791,-461.953,1.83924,0.4
94300,2,9.8792,-460.69,0.806226,0.386667
94400,3,14.456,-463.392,1.03887,0.43
94500,2,9.80452,-458.373,1.80033,0.406
94600,2,8.89078,-460.657,1.10348,0.41
94700,2,7.34903,-464.15,1.29029,0.411429
94800,3,11.1054,-463.473,1.59623,0.41625
94900,3,11.8341,-462.638,1.37838,0.431111
95000,3,10.4806,-465.951,2.94604,0.43
95100,2,8.08148,-460.691,2.13936,0.37
95200,2,8.92556,-460.606,1.24595,0.405
95300,2,8.28584,-461.684,1.91994,0.4
95400,2,10.4133,-462.737,0.252522,0.395
95500,2,9.74999,-459.696,1.27318,0.408
95600,2,8.36367,-461.269,2.40138,0.416667
95700,2,9.9088,-458.818,0.931134,0.422857
95800,2,8.83359,-458.13,2.40118,0.415
95900,2,7.18116,-460.373,1.59678,0.418889
96000,2,7.88806,-460.014,2.19925,0.418
96100,2,6.67366,-458.359,2.49082,0.35
96200,2,7.98955,-459.178,1.23022,0.405
96300,2,7.56645,-461.247,1.59145,0.42
96400,2,6.85539,-458.454,2.357,0.43
96500,2,7.19432,-463.329,2.13712,0.422
96600,2,8.88942,-458.636,0.518532,0.425
96700,3,12.3033,-462.773,2.15115,0.43
96800,3,11.1574,-464.727,1.72856,0.43125
96900,3,5.25469,-461.822,1.55035,0.44
97000,4,14.1471,-458.448,3.74035,0.45825
97100,4,16.9623,-459.766,2.22541,0.47
97200,4,14.4863,-459.474,2.18047,0.51
97300,3,13.1498,-458.371,2.61268,0.523333
97400,3,11.7919,-461.101,3.91724,0.5075
97500,3,12.3168,-458.847,2.1578,0.472
97600,3,13.1045,-459.845,2.26682,0.461667
97700,3,12.891,-459.164,1.81467,0.455714
97800,3,11.8949,-458.319,3.028,0.45625
97900,3,11.48,-461.621,2.98958,0.456667
98000,3,13.4223,-461.262,0.825347,0.453
98100,3,12.7345,-458.417,1.85314,0.36
98200,4,14.4313,-459.315,2.79285,0.415
98300,3,9.7353,-459.373,4.31761,0.456667
98400,3,11.5323,-458.534,1.91486,0.45
98500,3,12.9813,-460.252,1.91044,0.444
98600,3,11.8742,-459.243,2.47048,0.446667
98700,3,11.7779,-453.98,3.35369,0.454286
98800,3,12.6272,-456.135,0.591128,0.445
98900,3,12.3376,-456.642,1.26407,0.442222
99000,3,7.10006,-459.911,1.05073,0.435667
99100,3,6.89035,-464.183,2.30201,0.41
99200,3,9.15146,-462.309,0.966243,0.41
99300,3,2.2924,-464.417,1.00158,0.446667
99400,3,-0.6818,-464.24,2.84782,0.4375
99500,3,2.9845,-467.584,2.85376,0.434
99600,3,6.10148,-461.939,1.36449,0.443333
99700,3,7.03501,-461.036,1.0129,0.437143
99800,3,6.89179,-458.897,0.645481,0.44375
99900,3,10.5014,-461.889,1.67197,0.441111
100000,3,10.5889,-459.838,1.68254,0.455
100100,3,7.9746,-458.193,3.23319,0.45
100200,4,10.9959,-461.237,1.77345,0.39
100300,4,7.15127,-458.627,3.27282,0.403333
100400,4,3.53015,-460.52,1.63849,0.4175
100500,4,7.87495,-458.495,2.94752,0.414
100600,4,5.75838,-460.134,2.47246,0.431667
100700,3,10.6597,-461.406,1.5744,0.424286
100800,3,9.00141,-458.179,2.32812,0.4325
100900,4,13.3817,-457.617,2.01201,0.431111
101000,3,10.4781,-458.386,1.23113,0.437
101100,3,11.3861,-456.9,0.179507,0.46
101200,4,11.2718,-457.459,3.05349,0.49
101300,4,12.4897,-457.288,2.0705,0.496667
101400,3,11.1508,-457.09,1.51182,0.5125
101500,3,9.14591,-462.992,2.24584,0.516
101600,3,9.92587,-461.469,2.2986,0.493333
101700,3,9.54686,-461.85,2.52648,0.485714
101800,3,10.6759,-460.52,1.51653,0.47125
101900,3,9.68166,-459.02,1.85001,0.468889
102000,3,6.45753,-458.538,1.28582,0.467083
102100,3,8.07192,-458.919,1.68243,0.32
102200,3,9.60584,-460.102,1.68515,0.365
102300,3,10.0847,-460.569,1.72888,0.383333
102400,3,9.91484,-456.388,1.00817,0.375
102500,3,7.53438,-455.423,2.78987,0.394
102600,3,9.36022,-454.444,0.989989,0.381667
102700,3,9.13527,-456.453,1.44813,0.388571
102800,4,12.473,-455.097,2.08036,0.3975
102900,3,9.75972,-456.116,3.31847,0.41
103000,5,19.7728,-461.319,1.37418,0.4605
103100,5,16.9251,-459.166,3.18209,0.46
103200,5,15.7555,-461.428,1.80124,0.45
103300,5,16.2944,-462.856,2.80317,0.466667
103400,5,17.7768,-461.666,1.70224,0.445
103500,5,15.1586,-464.798,3.27942,0.464
103600,4,14.7522,-460.426,3.03075,0.465
103700,4,12.7461,-460.868,2.44092,0.462857
103800,4,13.2047,-459.56,2.91367,0.45625
103900,4,11.4489,-464.239,1.30891,0.46
104000,4,11.1065,-460.749,1.40069,0.4445
104100,4,11.0294,-458.271,1.7315,0.48
104200,3,10.3893,-455.356,2.2186,0.47
104300,3,10.8124,-458.334,1.42355,0.453333
104400,3,9.77891,-459.265,2.33299,0.4525
104500,3,10.4244,-457.38,1.43148,0.462
104600,3,9.27216,-454.71,2.91483,0.451667
104700,3,8.25572,-460.546,0.400353,0.458571
104800,3,6.00633,-457.617,1.13074,0.465
104900,3,7.50599,-461.003,0.684471,0.461111
105000,3,4.8551,-472.963,2.01262,0.4655
105100,4,9.78466,-471.208,0.670683,0.53
105200,4,8.69059,-470.451,2.42062,0.535
105300,4,10.3016,-464.654,3.17663,0.483333
105400,4,12.2644,-461.252,2.61543,0.4875
105500,4,11.1213,-458.896,1.24209,0.474
105600,4,11.3296,-457.132,1.51806,0.463333
105700,4,9.63597,-459.122,1.617,0.458571
105800,4,5.27654,-458.498,2.74129,0.46625
105900,4,9.19878,-457.581,3.36879,0.457778
106000,4,13.1945,-453.743,3.17984,0.467
106100,4,11.3516,-456.276,3.73156,0.56
106200,4,12.4372,-454.901,1.63762,0.485
106300,5,14.9421,-456.009,3.42177,0.486667
106400,4,12.5394,-455.508,2.96477,0.4775
106500,4,13.5998,-457.5,2.3493,0.46
106600,5,18.3054,-456.424,1.50033,0.466667
106700,5,16.2581,-456.341,2.54479,0.477143
106800,6,15.5757,-454.462,4.12695,0.48
106900,6,13.145,-455.617,6.39109,0.493333
107000,6,17.8482,-455.282,2.49613,0.494
107100,6,19.4635,-457.381,2.75403,0.55
107200,4,11.4662,-453.884,3.98983,0.495
107300,4,15.5939,-456.067,1.097,0.483333
107400,4,14.7374,-457.451,1.80674,0.4925
107500,4,13.2681,-458.939,3.65194,0.48
107600,4,11.0491,-455.967,2.53705,0.476667
107700,5,11.6217,-458.555,4.59933,0.47
107800,5,16.0122,-456.116,1.78254,0.4775
107900,4,11.3572,-454.241,1.43524,0.474444
108000,3,9.95276,-458.479,0.924639,0.44625
108100,3,8.81638,-457.7,2.33153,0.5
108200,3,8.67733,-456.357,1.8735,0.485
108300,3,8.39683,-456.196,2.13934,0.48
108400,3,11.0953,-454.34,1.52668,0.46
108500,3,6.74926,-459.77,3.4475,0.438
108600,3,7.35388,-455.66,2.86469,0.436667
108700,3,8.93489,-456.051,1.75468,0.425714
108800,3,7.52524,-454.951,2.02197,0.41625
108900,3,6.21095,-459.584,2.57521,0.406667
109000,3,7.29647,-456.31,2.33783,0.411
109100,4,9.81299,-456.133,3.08161,0.38
109200,5,13.6444,-454.636,2.72479,0.445
109300,5,11.5661,-457.459,3.44041,0.433333
109400,4,7.54722,-460.454,3.95515,0.45
109500,4,8.49782,-457.37,5.32709,0.462
109600,4,10.124,-464.871,3.12489,0.471667
109700,4,11.8749,-460.168,1.69374,0.482857
109800,4,12.8931,-460.696,1.59614,0.4825
109900,4,13.2936,-458.124,1.65037,0.468889
110000,2,4.45723,-462.658,2.0859,0.4494
110100,2,7.17189,-463.217,1.91737,0.43
110200,2,8.71798,-459.775,1.43184,0.405
110300,2,8.29245,-458.712,1.30773,0.41
110400,2,7.43028,-459.243,0.841269,0.4025
110500,2,6.33318,-460.563,2.10161,0.416
110600,2,5.24304,-463.915,3.27746,0.43
110700,2,7.63378,-461.655,0.892011,0.442857
110800,2,4.27352,-456.046,1.02571,0.4375
110900,2,4.48549,-457.609,2.37011,0.44
111000,3,11.7589,-456.551,0.978956,0.4495
111100,3,11.1834,-454.945,1.3215,0.5
111200,3,8.73585,-456.723,1.30184,0.48
111300,3,5.36625,-454.337,4.66481,0.453333
111400,3,7.13585,-455.796,5.56729,0.4725
111500,3,8.90658,-456.162,2.28605,0.46
111600,3,7.80525,-455.481,3.35487,0.45
111700,3,12.0035,-459.031,1.92286,0.46
111800,3,11.2251,-454.483,1.57078,0.47625
111900,3,12.5806,-458.255,0.7795,0.474444
112000,3,10.3386,-456.191,2.69348,0.450737
112100,3,6.35246,-455.984,2.98391,0.43
112200,3,6.68934,-454.148,1.77283,0.47
112300,3,10.0079,-454.214,0.892152,0.503333
112400,3,10.997,-458.079,0.745667,0.505
112500,3,8.13174,-456.911,4.98767,0.5
112600,3,9.52057,-453.971,2.63159,0.493333
112700,3,11.8591,-457.247,1.58147,0.49
112800,4,9.38896,-457.021,5.15391,0.48375
112900,4,11.9357,-456.283,2.36489,0.475556
113000,3,12.4216,-452.788,1.12234,0.472
